* @author Timo  *  * TODO To change the template for this generated type comment go to  * Window - Preferences - Java - Code Generation - Code and Comments;src/mail/core/org/columba/mail/nativ/defaultmailclient/SystemDefaultMailClient.java;20-25;
TODO (@author fdietz): i18n;src/columba/core/org/columba/core/gui/util/ErrorDialog.java;155;
TODO (@author fdietz): should be removed if we only use Streams!;src/mail/core/org/columba/mail/gui/message/filter/PGPMessageFilter.java;246;
TODO: use UndoableEditEvent to make this really work;src/mail/core/org/columba/mail/gui/composer/text/TextEditorController.java;270;
TODO: Open stream from the mime part specified by contentID of the;src/mail/core/org/columba/mail/url/cid/CidURLConnection.java;46;
bug #997560 (fdietz): CC: should be in Cc:- instead of To:;src/mail/core/org/columba/mail/gui/composer/command/ReplyToAllCommand.java;103;
todo is not supported;src/mail/core/org/columba/mail/gui/table/TableController.java;645;
FIXME threaded-view auto collapse;src/mail/core/org/columba/mail/gui/table/TableController.java;339;
TODO (@author fdietz): i18n;src/mail/core/org/columba/mail/spam/command/ScoreMessageCommand.java;108;
TODO (@author fdietz): until we can get all the settings update;src/columba/core/org/columba/core/gui/config/GeneralOptionsDialog.java;468;
* Transforms urls into HTML just as substituteURL(String)-      * but tries to ignore urls- which are already links- if the ignore      * links flag is set.      * <br>      * This extended functionality is necessary when parsing a text which      * is already (partly) html.      * <br>      * FIXME: Can this be done smarter- i.e. directly with reg. expr. without manual parsing??      *      * @param         s                                input text      * @param        ignoreLinks                if true link tags are ignored. This gives a      *                                                         wrong result if some urls are already links      *                                                         (but uses reg. expr. directly- and is      *                                                         therefore faster)      * @return        text with urls;src/mail/core/org/columba/mail/parser/text/HtmlParser.java;718-734;
TODO: Return content encoding according to the mime part in the mail;src/mail/core/org/columba/mail/url/cid/CidURLConnection.java;41;
TODO (@author javaprog):sizeComboBox can be enabled as paragraphComboBox when implemented;src/mail/core/org/columba/mail/gui/composer/html/HtmlToolbar.java;146;
TODO Let the AttachmentViewer get the focus so that this works;src/mail/core/org/columba/mail/gui/composer/AttachmentView.java;71;
TODO: i18n;src/mail/core/org/columba/mail/gui/composer/util/SubjectDialog.java;54;
Its better to call the Shutdownmanager;src/columba/core/org/columba/core/gui/action/ExitAction.java;68;
TODO (@author waffel): encrypt AND sign dosN#t work. The message is always only;src/mail/core/org/columba/mail/gui/message/filter/PGPMessageFilter.java;121;
TODO (@author karlpeder): Extend handling of special entities as in restoreSpecialCharacters;src/mail/core/org/columba/mail/parser/text/HtmlParser.java;472;
* Login to IMAP server.  * <p>  * Ask user for password.  *   * TODO (@author tstich): cleanup if all these ugly if- else cases  * @return array containing Message-Id: header values;src/mail/core/org/columba/mail/imap/IMAPServer.java;462-470;
TODO (@author fdietz): i18n;src/columba/core/org/columba/core/gui/util/URLController.java;35;
TODO: fix updateActions;src/columba/core/org/columba/core/gui/focus/FocusManager.java;134;
bug #996381 (fdietz)- directories only!!;src/columba/core/org/columba/core/gui/profiles/ProfileChooserDialog.java;273;
"* TODO: fix the HtmlParser- which seems to include "")"" character";src/mail/test/org/columba/mail/parser/text/HtmlParserTest.java;32-35;
TODO (@author fdietz): associate help with button and root pane;src/columba/core/org/columba/core/gui/util/InfoViewerDialog.java;133;
its maybe better to leave this option out of the dialog;src/mail/core/org/columba/mail/gui/config/general/MailOptionsDialog.java;315;
"* this regular expression should cover anything from a@a.pt or a@a.com to  * a@a.info. Permits usage of invalid top domains though.  * <p>  * [bug] fdietz: added ""."" and ""-"" as regular characters  * (example:mail@toplevel.mail.de)  * <p>  * TODO: see if we can replace the matching code with Ristretto stuff  *";src/mail/core/org/columba/mail/gui/composer/ComposerModel.java;77-86;
TODO: implement this;src/columba/core/org/columba/core/gui/util/URLController.java;103;
TODO: i18n?;src/mail/core/org/columba/mail/gui/config/account/IncomingServerPanel.java;352;
TODO: use UndoableEditEvent to make this really work;src/columba/core/org/columba/core/gui/util/CTextField.java;105;
TODO (@author fdietz): Add proper description here;src/mail/core/org/columba/mail/folder/mailboximport/MHImporter.java;95;
TODO (@author fdietz): only add console handler if command line option is given;src/columba/core/org/columba/core/logging/ColumbaLogger.java;85;
